location,longitude,latitude,elevation,slope_deg,aspect_deg,YEAR,JANr,FEBr,MARr,APRr,MAYr,JUNr,JULr,AUGr,SEPr,OCTr,NOVr,DECr,JANt,FEBt,MARt,APRt,MAYt,JUNt,JULt,AUGt,SEPt,OCTt,NOVt,DECt,rockfall,rockfall_probability
Odisha,84,21,443.26367,89.99833,240.74887,2012,1.54,0.23,0.06,1.58,0.3,7.69,13.41,16.46,7.06,1.62,2.14,0.24,18.85,22.4,27.45,32.67,35.58,32.32,27.17,26.59,26.48,23.55,20.09,17.26,Yes,0.929
Odisha,84,21,443.26367,89.99833,240.74887,2021,0.11,0.16,0.37,0.49,4.69,7.28,10.04,4.76,9.99,1.19,1.03,1.98,19.47,21.87,28.61,32.1,32.02,28.94,27.4,27.2,26.57,25.35,22.08,18.14,No,0.643
Odisha,84,21,443.26367,89.99833,240.74887,2004,0.54,0.07,0.52,1.67,0.87,6.52,11.82,16.84,5.11,3.57,0,0.02,17.02,20.2,27.86,32.59,34.84,29.88,27.28,26.44,26.52,24.19,20.06,17.93,Yes,0.929
Odisha,84,21,443.26367,89.99833,240.74887,2008,1.18,0.74,0.47,0.76,1.78,13.08,13.61,14.36,12.51,1.33,0.03,0,17.98,20.07,27.21,31.86,34.89,28.74,26.61,26.71,25.96,24.71,21.33,18.9,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2006,0,0,1.24,1.11,3.31,6.17,13.6,13.77,6.99,0.87,0.3,0,17.91,23.63,27.45,32.32,32.97,29.53,27.02,26.26,26.36,25.02,21.46,18.75,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2011,0.1,0.58,0.08,1.29,2.76,7.41,9.44,11.32,15.75,0.71,0,0.06,18.21,22.94,28.58,31.17,34.54,29.97,27.29,26.69,25.99,24.88,20.6,17.92,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2011,0.05,0.86,0.06,1.29,3.21,7.2,10.26,12.03,14.3,0.65,0,0.11,18.33,23.18,28.95,31.5,34.38,29.85,27.3,26.76,26.07,24.95,21.04,18.81,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2002,1.22,0.07,0.7,0.38,1.81,4.67,7.34,8.4,6.67,1.09,0.36,0.02,18.82,22.92,28.2,33.26,35.7,31.47,28.56,26.64,26.19,24.23,20.8,19.76,No,0.643
Odisha,84,21,443.26367,89.99833,240.74887,2009,0.04,0,0.15,0.13,2.09,2.63,17.93,8.83,5.16,4.26,0.62,0.06,20.08,23.87,28.5,32.9,34.46,33.06,27.21,26.89,26.92,23.79,21.41,18.89,Yes,0.929
Odisha,84,21,443.26367,89.99833,240.74887,2012,1.38,0.16,0.03,1.92,0.44,7.87,14.12,14.55,6.7,1.66,2.66,0.18,19.86,23.54,28.35,33.06,35.52,32.19,27.12,26.51,26.56,23.93,20.57,18.09,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2007,0.01,1.68,0.19,0.91,1.17,6.56,8.97,11.64,14.31,1.39,0.99,0,19.29,22.73,27.06,32.65,34.64,31.38,27.22,26.62,26.4,23.78,20.66,17.4,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2008,1.17,0.96,0.53,0.95,2.34,12.85,12.19,13.96,14.02,1.34,0.05,0,18.71,20.98,27.65,32.2,34.71,28.44,26.67,26.79,25.99,24.97,21.67,19.76,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2001,0.02,0.1,1.82,1.15,2.69,9.22,21.69,10.7,5.36,2.37,0.8,0,20.65,25.2,29.22,31.9,34.89,28.16,26.47,26.65,26.63,25.33,21.96,17.51,Yes,0.929
Odisha,84,21,443.26367,89.99833,240.74887,2002,1.26,0.09,0.6,0.38,2.26,4.87,8.7,9.39,6.65,1.36,0.49,0.01,19.49,23.67,29.01,33.91,35.8,31.06,28.38,26.67,26.17,24.33,21,20.33,No,0.643
Odisha,84,21,443.26367,89.99833,240.74887,2014,0.02,1.28,1.05,0.49,3.54,4.66,14.25,10.58,8.9,2.66,0.01,0.38,18.73,21.99,26.87,33.43,34.01,31.91,28.09,26.71,26.38,24.87,20.34,17.21,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2021,0.08,0.07,0.32,0.47,4.1,7.33,10.14,4.84,10.72,1.22,1.36,1.92,20.18,22.6,29.24,32.52,32.49,29.03,27.44,27.25,26.68,25.48,22.47,18.66,No,0.643
Odisha,84,21,443.26367,89.99833,240.74887,2017,0.25,0,0.67,0.11,1.82,7.41,15.89,9.44,7.03,2.21,0.38,0.01,19.24,23.4,27.98,34,35.23,30.97,27.35,26.95,26.83,25.76,20.95,18.05,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2019,0.07,0.98,1,0.72,1.8,4.28,8.64,12.85,12.75,3.97,0.02,0.07,17.38,22.48,27.3,33.11,34.76,33.84,28.11,27.03,26.58,25.04,21.11,17.35,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2004,0.55,0.08,0.45,1.85,0.96,6.14,10.86,14.8,4.89,4.22,0,0.01,17.69,20.89,28.72,33.06,34.71,29.92,27.33,26.5,26.55,24.46,20.38,18.51,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2016,0.11,0.34,0.72,0.21,1.41,3.98,8.23,13.73,8.28,1.8,0.09,0,19.25,25.14,29.29,35.33,34.61,31.53,27.79,26.72,26.46,24.04,19.62,17.81,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2007,0.02,1.85,0.1,0.96,1.59,6.75,8.16,12.05,15.35,1.92,0.89,0,20.33,23.47,27.83,32.99,34.61,31.17,27.33,26.66,26.39,23.95,21.06,18,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2006,0,0,1.18,1.03,3.31,6.55,13.14,15.67,7.99,1.2,0.37,0,18.13,23.92,27.98,32.75,33.01,29.31,26.96,26.29,26.43,25.11,21.85,19.29,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2017,0.21,0,0.87,0.13,1.32,7.58,14.95,9.15,7.56,3,0.62,0.05,20.09,24.18,28.57,34.37,35.7,30.91,27.46,27.08,26.83,25.79,21.18,18.2,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2018,0,0.03,0.06,1.94,2.99,6.91,12.34,11.64,6.54,1.9,0,2.49,17.88,23.63,29.61,32.24,33.67,30.78,27.45,26.9,26.37,24.69,22.13,18.15,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2010,0.09,0.11,0.09,0.09,2.42,6.46,8.84,7.85,5.86,2.24,0.49,1.3,18.2,23.26,30.36,34.96,33.93,31.47,27.65,27.28,26.89,25.31,23.35,18.35,No,0.643
Odisha,84,21,443.26367,89.99833,240.74887,2023,0,0,1.46,1.41,1.13,7.96,11.94,11.25,10.35,2.01,0.13,0.95,20.24,23.27,28.01,31.71,33.99,33.51,28.04,26.68,26.86,24.08,21.25,17.72,No,0.643
Odisha,84,21,443.26367,89.99833,240.74887,2005,0.86,0.4,0.53,0.61,0.95,7.21,14.06,8.54,8.87,4.26,0.05,0.84,19,23.39,29.05,32.16,34.86,33.67,27.32,26.6,26.48,24.87,19.41,16.89,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2003,0.01,0.81,0.89,0.18,1.46,11.46,11.19,12.37,9.65,9.72,0.27,1.04,20.08,25.02,28.2,34.84,35,32.11,27.42,26.73,26.35,25.24,20.72,17.44,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2014,0.04,1.48,0.9,0.51,2.68,4.95,13.84,10.64,7.9,2.31,0,0.27,17.9,21.11,25.93,32.87,33.91,31.95,28.2,26.63,26.38,24.75,20.01,16.83,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2010,0.12,0.08,0.11,0.11,3.48,7.04,9.32,8.64,6.86,3.14,0.79,1.39,19.21,24.22,31.1,35.3,33.72,31.09,27.62,27.3,26.89,25.38,23.31,18.26,No,0.643
Odisha,84,21,443.26367,89.99833,240.74887,2001,0.02,0.14,1.51,1.32,2.54,7.97,20.43,10.16,4.78,2.02,0.45,0,19.77,24.42,28.6,31.53,34.8,28.41,26.53,26.79,26.66,25.07,21.72,17.23,Yes,0.929
Odisha,84,21,443.26367,89.99833,240.74887,2019,0.04,0.92,0.92,0.81,2.31,4.15,9.18,12.03,11.86,4.59,0.03,0.03,17.98,23.21,28.23,33.64,34.7,33.72,28.05,27.02,26.73,25.34,21.36,18,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2016,0.11,0.33,0.79,0.31,1.44,4.3,8.12,14.01,7.85,2.65,0.17,0,20.25,25.95,29.81,35.73,34.71,31.22,27.79,26.77,26.43,24.12,19.72,18.41,Yes,0.786
Odisha,84,21,443.26367,89.99833,240.74887,2003,0.01,0.8,0.82,0.25,0.92,11.7,10.96,11.68,10.13,8.34,0.28,0.97,19.23,24.28,27.57,34.42,35.05,32.2,27.46,26.72,26.35,25.11,20.48,16.92,No,0.643
Odisha,84,21,443.26367,89.99833,240.74887,2023,0,0,1.16,1.23,1.07,8.36,11.69,11.03,9.77,2.47,0.12,1.18,19.26,22.52,27.39,31.39,33.72,33.56,27.94,26.63,26.84,24.12,20.93,17.24,No,0.643
Odisha,84,21,443.26367,89.99833,240.74887,2015,0.76,0.24,0.33,1.67,0.61,5.88,16.95,14.82,6.42,0.63,0.04,0.72,17.81,22.45,27.77,31.45,34.91,30.34,27.06,27.03,26.67,25.1,21.8,19.82,Yes,0.929
Odisha,84,21,443.26367,89.99833,240.74887,2024,0.61,0.69,1.67,0.51,1.86,6.04,10.55,11.16,6.44,1.38,0.12,0.77,18.69,23.09,27.48,33.06,34.13,32.27,27.94,26.98,27.25,26.21,21.7,19.98,No,0.643
Chattisgarh,82,22,212.80353,89.97916,234.29968,2019,0.94,0.54,0.91,0.37,0.46,3.5,12.63,13.38,13.44,1.42,0.02,0.26,16.96,21.24,26.22,32.71,35.82,34.33,27.59,26.52,26.03,23.39,19.65,15.86,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2010,0.14,0.15,0.01,0.45,0.72,3.26,8.78,7.86,9.68,1.73,0.3,1.16,17.43,22.71,29.73,34.18,35.15,33.62,28.23,27.08,26.07,23.96,21.98,17.01,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2016,0.28,0.19,0.83,0.15,2.48,4.39,11.11,9.73,9.51,1.85,0,0,19.15,24.81,29.22,35.42,35.29,33.06,27.84,26.65,26.39,23.77,19.2,16.48,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2011,0.01,0.39,0.27,2.54,2.36,7.33,7.83,13.68,13.82,0.12,0,0.38,16.65,21.66,27.4,29.86,34.55,30.78,27.26,26.36,25.48,23.42,19.6,16.76,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2015,0.58,0.22,1.19,0.98,0.2,6.52,8.53,9.2,7.69,0.55,0,0.17,16.45,21.66,26.21,31.2,36.39,31.64,27.61,27.22,26.92,25.03,21.95,19.52,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2013,0.05,0.84,0.3,1.86,0.11,10.4,13.16,12.77,5.79,9.16,0,0,16.69,21.27,26.77,31.42,36.88,29.8,27.68,26.68,26.55,24.21,19.56,17,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2002,0.72,0.5,1.13,0.11,1.08,7.51,2.91,11.04,6.13,0.88,0.02,0.03,17.38,21.59,27.07,32.28,35.93,31.86,29.19,26.6,25.23,23.24,20.23,19.17,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2013,0.06,1.08,0.42,2.16,0.08,10.14,11.04,13,6.03,11.25,0,0,16.64,21.18,26.11,30.59,35.81,29.33,27.23,26.19,26.09,23.61,18.76,16.18,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2018,0,0.61,0.03,0.81,0.95,5.14,12.12,9.76,3.7,0.16,0,1.24,17,22.38,28.19,32.02,35.16,31.52,27.14,26.5,25.54,24.07,21.53,17.36,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2010,0.23,0.16,0.02,0.39,0.68,3.77,10.71,7.35,9.19,1.73,0.56,1.47,17.9,23.1,30.3,35.02,36.04,33.96,28.4,27.54,26.64,24.61,22.48,17.3,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2005,2.5,0.39,0.3,0.78,0.96,5.59,14.96,10.5,8.98,3.44,0,0.2,18.02,22.64,28.13,31.68,35.24,35.18,27.65,27,26.46,24.14,18.57,16.28,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2022,0.96,1.22,0.01,0.18,1.38,5.83,11.13,15.75,7.51,3.25,0,0,16.09,19.1,27.21,33.91,35.26,32.79,27.82,26.71,26.42,23.83,19.08,17.9,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2011,0.01,0.39,0.2,2.98,1.74,6.77,9.35,14,13.57,0.12,0,0.48,16.7,21.9,27.76,30.37,35.36,31.27,27.84,26.81,25.94,24.15,20.15,16.89,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2023,0.03,0,1.89,2.47,3.25,5.78,9.61,11.03,12.32,1.15,0.31,1.2,17.04,21.14,25.87,29.47,31.52,33.02,28.07,26.4,26.43,23.24,20.18,16.62,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2020,1.91,2.25,2.38,1.92,3.27,9.97,8.08,14.09,4.59,2.58,0.48,0.1,15.09,17.28,23.35,29.37,32.15,28.5,27.05,26.76,26.57,24.59,19.87,17.27,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2003,0.08,1.76,1.19,0.49,0.01,5.9,7.24,12.07,13.51,4.42,0.03,0.48,18.31,22.3,26.16,33.15,35.26,33.02,27.59,26.63,25.72,23.54,19.56,15.89,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2018,0,0.63,0.03,1.11,0.97,4.66,11.69,10.83,3.17,0.19,0,1.54,17.29,22.87,28.67,32.67,35.95,31.99,27.67,26.96,26.1,24.56,21.9,17.84,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2015,0.72,0.34,1.49,1.13,0.2,5.21,8.82,9.61,7.88,0.83,0.01,0.1,16.1,21.14,25.28,30.32,35.49,31.64,27.22,26.62,26.27,24.45,21.79,18.93,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2007,0,2.03,0.25,0.31,1.04,7.6,12.32,7.4,11.26,0.6,0.32,0.01,18.69,21.62,25.65,32.78,34.72,31.83,26.75,26.32,25.99,22.69,19.34,17.03,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2004,1.19,0.03,1.17,1.73,1.57,10.67,8.48,11.45,4.91,1.23,0.1,0.12,16.04,18.84,27.06,31.8,33.87,30.28,26.97,26.23,26.05,22.6,19.56,17.12,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2002,0.72,0.34,0.91,0.09,0.91,7.19,3.3,10.26,4.81,0.92,0.01,0.02,17.6,22.02,27.5,33.23,36.89,32.6,29.78,26.9,25.97,23.99,21.08,19.96,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2022,1.01,1.71,0.01,0.07,1.4,7.61,10.28,14.03,8.18,3.6,0,0.01,15.65,18.74,26.84,33.8,34.63,32.07,27.28,26.29,25.92,23.05,18.3,17.39,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2014,0.36,2.46,1.05,2.39,0.56,3.56,10.59,11.05,7.34,4.51,0,0.64,16.71,19.09,24.11,30.66,33.53,33.85,28.89,26.43,25.6,23.44,19.58,15.85,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2001,0.09,0.01,0.7,0.83,1.39,9.72,16.06,14.3,2.51,2.3,0.09,0,18.82,23.33,27.86,31.3,35.14,28.4,26.13,26.48,26.2,23.65,20.58,17.05,Yes,0.857
Chattisgarh,82,22,212.80353,89.97916,234.29968,2009,0.55,0,0.13,0.35,1.34,1.96,9.98,9.91,2.2,1.96,2.39,0.24,19.42,22.77,27.71,31.75,35.5,34.52,27.44,26.96,26.5,23.2,20.82,18.98,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2012,2.31,0.41,0.02,0.72,0.23,5.32,14.79,14.99,6.36,0.75,1.21,0.06,17.06,20.56,25.83,33,36.5,33.34,27.71,26.68,26.25,23.2,19.72,17.27,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2016,0.43,0.27,1.03,0.15,3.38,3.93,10.82,11.35,8.45,1.91,0,0,18.54,24.08,28.11,34.54,34.22,32.44,27.29,26.18,25.84,23.02,18.33,15.99,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2005,2.63,0.35,0.43,1.14,1.06,6.57,13.16,10.2,8.53,2.96,0,0.17,17.5,21.73,27.29,30.5,34.33,34.33,27.05,26.67,25.87,23.33,18.13,16.16,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2007,0,1.58,0.17,0.22,0.88,11.94,11.51,7.92,9.85,0.59,0.43,0,18.97,22.49,26.7,33.7,35.97,32.28,27.06,26.77,26.48,23.44,19.99,17.29,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2020,1.53,2.69,2.21,1.52,4.6,10.64,8.68,15.68,5.22,2.23,0.38,0.05,15.79,17.66,23.9,29.99,32.54,29.09,27.61,27.03,27.21,25.16,20.41,17.55,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2009,0.37,0,0.1,0.33,0.97,2.05,13.51,9.46,2.27,1.77,2.16,0.31,19.48,22.98,28.18,32.68,36.51,35.23,27.72,27.29,27.07,23.65,21.06,18.99,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2021,0.24,0.7,0.23,0.16,3.5,9.54,10.03,7.5,9.86,1.22,0.36,1.74,17.99,20.84,27.51,31.71,31.36,28.94,27.11,26.57,26.17,23.94,20.11,16.89,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2008,0.24,0.39,1.76,0.4,0.3,10.5,11.57,8,8.18,0.35,0.22,0,17.29,18.79,26.54,31.2,35.46,29.51,26.65,26.42,25.71,23.51,19.96,18.18,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2019,0.66,0.57,0.77,0.32,0.41,3.35,12.33,13.84,14.86,1.98,0.02,0.16,17.25,21.99,27.17,33.69,36.85,34.93,28.14,27,26.54,24.27,20.48,16.65,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2001,0.14,0.01,0.75,0.75,1.32,10.27,13.72,12.35,3.07,2.4,0.09,0,19.49,24.17,28.99,32.24,36.19,28.85,26.64,26.87,26.88,24.42,21.14,16.91,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2008,0.3,0.39,1.38,0.35,0.27,9.47,9.7,8.31,9.52,0.44,0.15,0,17.38,18.99,26.79,31.95,36.67,30.07,27.14,26.91,26.25,24.24,20.4,18.21,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2003,0.05,1.59,1.13,0.52,0.01,5.19,8.61,13.42,12.37,4.48,0.02,0.58,18.98,23.45,27.28,34.13,36.29,33.75,28.06,26.97,26.14,24.31,20.35,16.61,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2004,1.38,0.07,0.9,1.29,1.3,9.57,8.94,9.77,5.51,1.07,0.07,0.07,16.61,19.01,27.08,32.42,34.97,30.93,27.53,26.64,26.72,23.25,19.83,17.43,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2021,0.15,0.52,0.22,0.16,3.49,8.96,12.39,6.79,10.51,1.12,0.66,2.36,18.05,20.93,27.85,32.31,32.32,29.46,27.58,27.12,26.65,24.65,20.92,17.24,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2023,0.07,0,1.81,2.01,2.89,5.85,12.13,10.96,13.55,0.94,0.3,1.06,17.25,21.05,26.47,30.3,32.54,33.96,28.52,26.76,26.84,23.78,20.47,16.93,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2006,0,0,2.05,0.72,2.41,2.34,11.2,10.06,6.47,0.78,0.26,0.03,17.24,23.23,25.9,32.19,34.69,32.67,28,26.62,26.36,24.87,21.16,18.6,No,0.571
Chattisgarh,82,22,212.80353,89.97916,234.29968,2017,0.1,0.21,0.25,0.01,0.7,6.79,12.23,8.95,6.79,1.47,0.01,0,17.93,22.28,27.35,34.51,37.43,32.45,27.46,26.99,26.93,25.57,20.69,17.42,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2024,0.19,0.43,1.47,0.92,0.74,8.43,12.09,14.65,6.42,0.5,0,0.33,16.24,20.37,25.24,31.03,34.32,32.75,27.8,26.55,26.54,25.09,19.76,17.58,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2017,0.13,0.32,0.2,0,0.87,7.13,13.15,9.4,6.31,1.17,0.01,0,17.58,21.89,26.78,33.84,36.46,32.05,26.76,26.5,26.42,25.02,20.28,17.44,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2014,0.2,2.31,0.86,1.8,0.46,3.31,12.66,10.04,7.56,3.74,0,0.43,17.35,19.57,24.82,31.57,34.42,34.56,29.36,26.8,26.16,24.12,19.96,16.08,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2024,0.18,0.37,1.3,1.18,0.86,7.25,13.73,12.95,7.55,0.48,0.01,0.22,16.61,20.57,25.7,31.57,34.82,33.45,28.28,26.88,27.1,25.99,20.41,17.99,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2012,2.94,0.56,0.02,0.77,0.31,3.4,12.92,14.29,6,0.73,1.35,0.07,16.47,19.98,25.45,32.17,35.4,33.38,27.65,26.32,25.68,22.47,18.91,17.04,No,0.714
Chattisgarh,82,22,212.80353,89.97916,234.29968,2006,0,0,2.43,0.46,2.43,2.28,11.28,9.78,5.53,1.05,0.31,0.04,17.76,23.7,25.16,31.66,33.83,32.43,27.6,26.18,25.85,24.29,21,18.51,No,0.571
Maharashtra,74,16,573.19855,89.99225,139.02045,2001,0.06,0,0,0.61,2,7.04,10.13,7.17,2.7,2.49,0.55,0.03,17.09,20.36,18.64,15.32,12.87,6.42,5.12,4.95,7.28,9.21,13.04,15.79,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2001,0.06,0,0,0.67,1.61,5.96,7.51,6.53,2.81,1.92,0.37,0.02,17,20.51,19.06,15.3,13.8,7.21,6.15,5.76,7.68,9.79,13.71,16.04,No,0.5
Maharashtra,74,16,573.19855,89.99225,139.02045,2015,0.01,0.36,0.68,0.99,2.17,11.54,6.87,6.11,3.68,2.16,0.39,0.04,16.76,18.09,15.75,16.37,12.38,6.34,5.57,5.75,7.39,9.61,11.85,15.55,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2010,0.38,0,0,0.3,0.33,8.52,14.1,7.11,5.25,3.05,2.2,0.02,14.52,17.2,17.8,16.07,13.78,7.42,5.17,4.98,6.22,8.29,8.95,13.49,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2007,0,0,0,0.46,1.62,16,9.18,11,7.3,0.81,0.72,0.01,17.43,17.74,17.74,16.39,13.23,6.97,5.01,4.97,5.54,10.02,13.15,14.77,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2018,0.01,0.02,0.26,0.46,3.1,15.59,14.61,7.74,4.47,1.66,0.54,0.11,17.03,17.29,17.08,17.24,12.18,4.85,3.86,4.65,7.91,10.44,13.47,15.04,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2010,0.45,0,0,0.56,0.86,12.93,18.07,10.38,8.22,4.09,3.2,0.04,14.29,17.12,17.66,15.21,12.5,6.68,4.2,4.46,5.67,7.3,7.82,12.27,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2003,0,0.06,0.3,0.87,0.24,7.46,6.73,3.95,1.77,2.13,0.07,0.03,15.78,17.95,18,17.09,16.71,8.3,4.96,5.96,7.81,10.97,14.58,16.75,No,0.5
Maharashtra,74,16,573.19855,89.99225,139.02045,2012,0,0,0,0.74,0.27,6.19,8.52,6.05,3.82,2.08,0.54,0,17.8,18.57,20.44,16.02,15.79,8.49,5.81,5.55,6.87,10.55,12.53,15.75,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2021,0.31,0.33,0.08,1.3,8.13,16.71,22.96,4.64,7.56,4.25,2.97,2.05,13.67,16.46,17.35,15.87,8.83,5.37,3.85,5.79,5.46,7.82,8.11,11.07,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2020,0.01,0.05,0.46,1.24,1.43,14.58,17.3,20.69,12.58,8.15,0.01,0.08,14.97,16.99,17.17,16.02,13.51,6.01,4.72,3.84,5.53,6.54,9.18,12.42,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2023,0,0,0.02,0.46,0.98,4.2,19.04,3,6.58,1.17,1.25,0.05,17.02,19.11,17.09,16.48,14.52,9.82,4.88,6.62,6.48,10.95,10.67,14.24,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2018,0,0.01,0.18,0.31,2.24,12.52,13.91,7.43,4.42,1.25,0.65,0.06,16.96,17.34,17.04,17.49,13.35,5.79,4.59,5.22,8.36,11.2,13.58,15.03,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2013,0.01,0.18,0.05,0.5,1.93,11.18,17.91,5.61,7.71,2.72,0.04,0,17.61,16.96,17.27,18.02,12.03,5.04,3.22,5.07,6.05,7.75,12.15,16.2,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2019,0,0,0.41,0.64,0.12,12.43,21.24,27.77,11.24,10.82,0.49,0.07,18.1,18.31,19.4,18.42,16.29,8.59,3.61,4.08,5.09,6.07,9.41,9.8,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2019,0,0,0.22,0.39,0.05,9.62,19,22.92,10.14,8.6,0.31,0.09,18.25,18.38,19.62,18.92,17.2,9.58,4.38,4.55,5.45,6.66,9.87,10.15,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2017,0,0,0.01,0.13,1.87,6.97,10.23,6.39,11.27,3.81,0.03,0.15,17.07,18.94,19.52,19.35,14.62,7.51,5.72,6.34,6.75,7.94,12.38,14.2,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2008,0,0.25,1.49,0.53,2.01,6.52,5.2,9.31,6.3,1.04,0.58,0.15,18.23,17.78,15.73,16.22,13.43,6.27,6.23,5.62,6.81,10.97,13.46,15.43,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2006,0,0,0.7,0.13,8.4,12.89,11.95,11.45,7.5,4.55,1.25,0,17.7,19.66,17.47,17.72,12.93,5.22,3.98,4.5,6.02,8.33,8.71,15.03,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2006,0,0,0.43,0.08,7.87,9.98,10.39,9.73,6.34,3,1.24,0,17.89,19.63,17.69,18.23,13.96,5.96,4.74,4.94,6.39,9.23,9.93,15.53,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2024,0.08,0,0.01,0.7,1.92,10.5,27.77,10.78,8.44,7.47,0.14,0.16,16.12,17.87,18.09,15.89,14.21,6.57,4.31,5,5.97,7.7,10.54,11.66,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2009,0,0,0.13,0.22,0.68,4.65,14.95,4.2,6.67,4.02,2.11,0.12,17.49,18.89,17.52,16.7,14.88,7.7,4.78,6.09,6.91,9.1,10.52,13.19,Yes,0.786
