location,longitude,latitude,elevation,slope_deg,aspect_deg,YEAR,JANr,FEBr,MARr,APRr,MAYr,JUNr,JULr,AUGr,SEPr,OCTr,NOVr,DECr,JANt,FEBt,MARt,APRt,MAYt,JUNt,JULt,AUGt,SEPt,OCTt,NOVt,DECt,rockfall,rockfall_probability
Odisha,84,21,222.06581,89.99717,112.602264,2016,0.11,0.34,0.72,0.21,1.41,3.98,8.23,13.73,8.28,1.8,0.09,0,19.25,25.14,29.29,35.33,34.61,31.53,27.79,26.72,26.46,24.04,19.62,17.81,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2007,0.02,1.85,0.1,0.96,1.59,6.75,8.16,12.05,15.35,1.92,0.89,0,20.33,23.47,27.83,32.99,34.61,31.17,27.33,26.66,26.39,23.95,21.06,18,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2006,0,0,1.18,1.03,3.31,6.55,13.14,15.67,7.99,1.2,0.37,0,18.13,23.92,27.98,32.75,33.01,29.31,26.96,26.29,26.43,25.11,21.85,19.29,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2017,0.21,0,0.87,0.13,1.32,7.58,14.95,9.15,7.56,3,0.62,0.05,20.09,24.18,28.57,34.37,35.7,30.91,27.46,27.08,26.83,25.79,21.18,18.2,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2018,0,0.03,0.06,1.94,2.99,6.91,12.34,11.64,6.54,1.9,0,2.49,17.88,23.63,29.61,32.24,33.67,30.78,27.45,26.9,26.37,24.69,22.13,18.15,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2010,0.09,0.11,0.09,0.09,2.42,6.46,8.84,7.85,5.86,2.24,0.49,1.3,18.2,23.26,30.36,34.96,33.93,31.47,27.65,27.28,26.89,25.31,23.35,18.35,No,0.571
Odisha,84,21,222.06581,89.99717,112.602264,2023,0,0,1.46,1.41,1.13,7.96,11.94,11.25,10.35,2.01,0.13,0.95,20.24,23.27,28.01,31.71,33.99,33.51,28.04,26.68,26.86,24.08,21.25,17.72,No,0.571
Odisha,84,21,222.06581,89.99717,112.602264,2005,0.86,0.4,0.53,0.61,0.95,7.21,14.06,8.54,8.87,4.26,0.05,0.84,19,23.39,29.05,32.16,34.86,33.67,27.32,26.6,26.48,24.87,19.41,16.89,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2003,0.01,0.81,0.89,0.18,1.46,11.46,11.19,12.37,9.65,9.72,0.27,1.04,20.08,25.02,28.2,34.84,35,32.11,27.42,26.73,26.35,25.24,20.72,17.44,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2014,0.04,1.48,0.9,0.51,2.68,4.95,13.84,10.64,7.9,2.31,0,0.27,17.9,21.11,25.93,32.87,33.91,31.95,28.2,26.63,26.38,24.75,20.01,16.83,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2010,0.12,0.08,0.11,0.11,3.48,7.04,9.32,8.64,6.86,3.14,0.79,1.39,19.21,24.22,31.1,35.3,33.72,31.09,27.62,27.3,26.89,25.38,23.31,18.26,No,0.571
Odisha,84,21,222.06581,89.99717,112.602264,2001,0.02,0.14,1.51,1.32,2.54,7.97,20.43,10.16,4.78,2.02,0.45,0,19.77,24.42,28.6,31.53,34.8,28.41,26.53,26.79,26.66,25.07,21.72,17.23,Yes,0.857
Odisha,84,21,222.06581,89.99717,112.602264,2019,0.04,0.92,0.92,0.81,2.31,4.15,9.18,12.03,11.86,4.59,0.03,0.03,17.98,23.21,28.23,33.64,34.7,33.72,28.05,27.02,26.73,25.34,21.36,18,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2016,0.11,0.33,0.79,0.31,1.44,4.3,8.12,14.01,7.85,2.65,0.17,0,20.25,25.95,29.81,35.73,34.71,31.22,27.79,26.77,26.43,24.12,19.72,18.41,No,0.714
Odisha,84,21,222.06581,89.99717,112.602264,2003,0.01,0.8,0.82,0.25,0.92,11.7,10.96,11.68,10.13,8.34,0.28,0.97,19.23,24.28,27.57,34.42,35.05,32.2,27.46,26.72,26.35,25.11,20.48,16.92,No,0.571
Odisha,84,21,222.06581,89.99717,112.602264,2023,0,0,1.16,1.23,1.07,8.36,11.69,11.03,9.77,2.47,0.12,1.18,19.26,22.52,27.39,31.39,33.72,33.56,27.94,26.63,26.84,24.12,20.93,17.24,No,0.571
Odisha,84,21,222.06581,89.99717,112.602264,2015,0.76,0.24,0.33,1.67,0.61,5.88,16.95,14.82,6.42,0.63,0.04,0.72,17.81,22.45,27.77,31.45,34.91,30.34,27.06,27.03,26.67,25.1,21.8,19.82,Yes,0.857
Odisha,84,21,222.06581,89.99717,112.602264,2024,0.61,0.69,1.67,0.51,1.86,6.04,10.55,11.16,6.44,1.38,0.12,0.77,18.69,23.09,27.48,33.06,34.13,32.27,27.94,26.98,27.25,26.21,21.7,19.98,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2016,0.14,0.1,0.5,0.23,1.2,3.61,9.82,10.7,9.26,2.49,0,0,19.25,24.77,29.52,35.57,35.65,32.55,27.82,26.68,26.47,23.79,19.54,17.04,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2016,0.08,0.07,0.4,0.33,0.86,3.9,9.58,9.27,9.31,3.28,0,0,19.61,25.34,30.01,35.72,35.75,32.19,27.56,26.7,26.4,23.74,19.56,17.2,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2016,0.08,0.14,0.47,0.36,0.82,3.43,8.07,12.21,8.12,3.33,0.05,0,20.26,26.16,30.35,36.19,35.96,32.32,28.18,27.17,26.82,24.33,20.02,18.14,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2021,0.08,0.25,0.21,0.22,3.06,6.98,12.77,5.75,9.2,0.91,0.76,2.17,18.77,21.35,28.32,32.45,32.62,29.48,27.6,27.18,26.62,25.08,21.72,17.9,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2021,0.03,0.12,0.15,0.23,2.65,6.1,13,5.68,9.06,0.77,0.98,1.97,19.04,21.78,28.74,32.66,32.86,29.47,27.53,27.11,26.63,25.13,21.89,18.04,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2024,0.33,0.58,1.36,0.91,0.57,4.6,12.38,11.38,6.5,0.48,0.06,0.47,17.79,22.04,26.73,32.34,35.02,33.33,28.21,26.8,27.05,26.18,21.06,19.07,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2003,0.01,1.08,0.89,0.37,0.14,7.35,11.21,13.82,10.7,5.75,0.02,1.05,20.17,24.58,28.11,35,36.33,33.14,27.51,26.69,26.12,24.89,20.59,17.25,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2014,0.02,1.26,0.79,0.63,1.99,4.24,15.05,10.36,8.97,2.18,0.01,0.21,19.04,21.85,26.83,33.36,34.72,33.07,28.71,26.99,26.68,25.09,20.7,17.44,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2022,1.1,0.28,0,0.2,1.46,2.99,11.19,15.44,6.17,2.43,0,0,17.02,20.2,27.9,34.4,34.89,32.75,27.85,26.87,26.47,24.05,19.67,18.81,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2019,0.28,0.6,0.81,0.31,0.41,3.24,11.38,14.35,14.35,2.64,0.01,0.05,17.29,22.27,27.47,33.96,36.57,34.66,28.21,26.94,26.58,24.77,20.9,17.28,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2009,0.06,0,0.11,0.23,1.01,2.27,18.89,8.67,2.99,2.48,1.23,0.23,20.08,23.82,28.56,33.13,35.88,33.73,27.32,26.89,27,23.93,21.47,19.09,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2015,0.65,0.2,0.4,1.23,0.39,6.2,16.03,14.61,7.21,0.46,0.03,0.61,17.63,22.7,27.8,31.85,35.84,30.75,27.46,27.28,26.99,25.41,22.39,20.14,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2011,0.05,0.39,0.05,1.53,2.13,6.02,9.69,10.45,16.96,0.29,0,0.17,17.97,23.14,28.8,31.26,35.45,30.56,27.83,26.92,26.18,25.08,20.94,18.12,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2012,1.21,0.17,0.01,1.46,0.32,8.14,14.97,17.77,7.35,1.39,2.05,0.12,19.58,23.3,28.24,33.67,36.46,32.73,27.44,26.77,26.81,24.1,20.93,18.49,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2018,0,0.34,0.04,1.02,1.43,4.24,11.75,11.96,3.71,0.33,0,2.13,17.48,23,28.9,32.75,35.53,31.8,27.74,26.84,26.17,24.51,22.16,17.86,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2008,0.97,0.63,0.66,0.57,1.14,11.66,14.31,15.22,12.71,1.38,0.04,0,18.28,20.18,27.3,32.26,36.03,29.54,26.98,26.93,26.24,25.14,21.49,19.26,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2016,0.12,0.14,0.51,0.24,0.88,3.23,8.5,13.22,8.51,2.29,0.02,0,19.6,25.39,29.77,35.66,35.64,32.39,28.12,26.99,26.75,24.24,19.9,17.69,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2005,1.62,0.54,0.23,0.39,0.74,6.13,16.36,10.18,8.16,3.6,0.02,0.54,18.34,22.85,28.5,32.21,35.43,34.51,27.6,26.72,26.36,24.56,19.21,16.85,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2001,0.05,0.03,1.35,1.31,2,7.33,20.2,10.51,4.77,2.09,0.53,0,20.87,25.33,29.78,32.39,35.78,28.79,26.82,26.89,27.03,25.48,22.16,17.96,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2020,0.77,2.65,2.16,1.47,2.58,11.98,7.39,15.91,4.5,2.26,0.15,0.01,16.31,18.24,24.64,30.33,32.91,29.24,27.77,26.93,27.26,25.38,21.06,17.92,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2017,0.17,0.06,0.42,0.05,0.71,6.57,13.37,9.04,6.91,1.83,0.05,0,18.52,22.6,27.67,34.54,37.14,31.91,27.55,27.05,26.95,25.69,21.01,17.8,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2011,0.03,0.58,0.04,1.62,2.34,5.99,10.36,11.12,15.65,0.28,0,0.24,17.97,23.27,29.06,31.63,35.3,30.53,27.9,27.01,26.31,25.11,21.26,18.73,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2014,0.09,1.76,0.73,0.96,0.96,3.66,14.43,9.98,8.11,2.5,0,0.21,18.01,20.34,25.37,32.03,34.58,33.65,28.87,26.62,26.2,24.42,20.08,16.55,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2001,0.11,0.02,0.92,1.11,1.49,8.03,16.19,10.45,3.86,2.26,0.17,0,19.95,24.53,29.17,31.97,36,28.6,26.59,26.69,26.75,24.78,21.62,17.44,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2006,0,0,1.65,1.1,2.59,3.29,11.88,11.32,6.13,0.56,0.26,0.01,17.53,23.05,26.46,32.17,33.94,31.44,27.67,26.42,26.4,24.99,21.49,18.99,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2002,1.13,0.07,0.68,0.3,1.36,4,6.49,7.87,5.38,0.92,0.13,0.01,19.03,23.11,28.5,33.62,36.4,32.49,29.29,26.94,26.46,24.56,21.74,20.36,No,0.429
Odisha,83,21,260.52246,89.99038,120.42807,2015,0.55,0.22,0.42,1.39,0.43,6.88,14.07,13.67,7.6,0.49,0.13,0.57,18.12,23.32,28.41,32.3,36.06,30.55,27.47,27.42,26.98,25.36,22.51,20.85,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2008,0.64,0.5,0.95,0.42,0.66,10.04,11.43,12.04,11.61,0.93,0.07,0,17.84,19.53,26.74,32.02,36.51,29.68,26.95,26.71,26.08,24.62,21.03,18.9,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2002,0.99,0.08,0.56,0.27,1.04,5.45,5.22,8.82,3.88,0.96,0.05,0.01,18.72,22.76,28.34,33.85,36.84,31.83,29.07,26.57,26.02,24.27,21.74,20.56,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2014,0.06,1.45,0.75,0.66,1.62,4.3,14.52,10.66,8.19,1.96,0,0.18,18.38,21.16,26.08,32.86,34.49,32.94,28.83,26.88,26.6,24.94,20.39,17.07,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2004,1.26,0.18,0.52,0.98,0.77,7.75,11.22,11.62,6.18,1.8,0.02,0.02,17.4,19.81,27.6,32.87,35.26,30.11,27.16,26.46,26.63,23.71,20.22,17.88,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2004,1.15,0.13,0.68,1.07,0.81,7.83,11.43,13.32,5.65,1.69,0.03,0.03,17.25,19.6,27.17,32.47,35.32,30.37,27.36,26.48,26.66,23.73,20.27,17.78,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2010,0.29,0.15,0.06,0.31,1.21,6.06,12.4,7.97,7.18,1.99,0.89,1.65,18.4,23.31,30.59,35.12,35.17,32.36,27.74,27.3,26.61,24.9,22.88,17.68,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2019,0.09,0.76,0.89,0.46,1.18,3.26,10.65,14.04,12.27,3.37,0.02,0.03,17.99,23.28,28.53,34.34,36.17,34.69,28.36,27.21,26.99,25.47,21.6,18.21,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2015,0.53,0.17,0.69,1,0.29,7.17,11.48,11.27,7.68,0.36,0.01,0.41,16.89,22.2,26.78,31.57,36.11,30.75,27.37,27.09,26.75,25,22.02,19.62,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2005,1.09,0.39,0.42,0.45,0.87,7.1,15.35,9.41,9.12,4.44,0.07,0.68,19.73,24.14,29.88,32.95,35.68,34.27,27.72,26.8,26.77,25.15,19.84,17.49,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2022,1.09,0.68,0,0.14,1.52,3.36,11.3,15.19,6.27,2.49,0,0,17.4,20.3,28.18,34.48,34.9,32.82,28.09,27.22,26.89,24.66,20.14,19.07,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2006,0,0,1.51,1.19,2.87,4.45,12.69,12.66,5.41,0.64,0.25,0.01,18.19,23.73,27.31,32.55,33.63,30.75,27.64,26.51,26.7,25.36,21.91,19.44,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2012,1.49,0.26,0,0.99,0.15,7.36,15.18,17.8,7.07,1.05,1.4,0.1,17.97,21.58,26.57,33.18,36.45,32.75,27.29,26.49,26.29,23.6,20.35,17.77,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2022,1.14,0.38,0,0.14,1.74,3.23,11.27,14.46,6.38,2.56,0,0,17.96,21.07,28.93,35.03,35.16,32.89,28.19,27.39,27,24.7,20.34,19.68,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2014,0.03,1.53,0.7,0.84,1.06,3.61,15.15,9.2,8.87,2.34,0.01,0.14,18.31,20.85,25.92,32.34,34.5,33.54,28.55,26.54,26.19,24.47,20.25,16.69,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2004,0.86,0.12,0.55,1.36,0.69,6.87,12.51,16.03,5.43,2.91,0.01,0.02,17.98,20.69,28.55,33.38,35.58,30.31,27.58,26.78,26.96,24.46,20.68,18.61,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2006,0,0,1.39,1.23,2.93,4.76,12.83,13.63,6.48,0.77,0.38,0,18.29,23.83,27.85,32.93,33.78,30.61,27.47,26.59,26.76,25.43,22.11,19.67,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2010,0.14,0.12,0.02,0.08,1.57,6.79,10.24,8.01,4.88,1.52,0.48,1.41,18.54,23.57,30.58,35.29,35.04,32.37,28.01,27.59,27.16,25.48,23.56,18.41,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2018,0,0.28,0.03,1.16,1.3,3.71,11.37,12.35,4.42,0.58,0,2.29,17.82,23.26,29.24,32.81,35.55,31.78,27.66,26.67,26.1,24.48,22.01,17.99,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2002,0.94,0.13,0.69,0.2,1.02,5.3,4.89,8.71,4.47,0.91,0.03,0.01,18.38,22.41,27.81,33.6,36.7,32.46,29.41,26.74,26.13,24.3,21.71,20.28,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2020,0.57,2.25,2.29,1.89,1.75,12.59,6.3,16.57,3.9,2.3,0.12,0,16.85,18.92,25.43,30.84,33.56,29.47,27.98,27.27,27.56,25.86,21.59,18.42,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2005,1.14,0.42,0.31,0.38,0.63,7.45,15.93,9.52,7.46,3.55,0.03,0.83,19.03,23.44,29.29,32.51,35.56,34.28,27.69,26.88,26.66,25.02,19.71,17.24,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2007,0,1.06,0.04,0.25,0.8,12.95,8.66,9.38,9.71,1.22,0.74,0,19.66,23.15,27.47,33.65,36.06,31.67,27.02,26.61,26.28,23.44,20.53,17.84,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2009,0.06,0,0.07,0.17,1.34,2.45,19.72,8.66,3.52,3.98,0.76,0.09,20.28,24.03,28.75,33.15,35.66,34,27.55,27.25,27.33,24.11,21.79,19.56,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2023,0.05,0,1.49,1.15,1.66,4.58,12.99,11.34,12.59,1.14,0.22,1.1,18.77,22.24,27.24,31.53,33.23,33.88,28.34,26.64,26.73,23.82,20.83,17.35,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2020,0.44,2.39,1.97,1.7,1.58,12.32,5.78,15.5,4.21,2.85,0.06,0,17.65,19.76,26.18,31.63,34.21,29.65,28.17,27.27,27.59,25.87,21.84,18.8,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2008,0.6,0.59,1.04,0.44,0.65,9.57,10.32,11.33,11.88,0.83,0.05,0,18.17,19.99,26.97,32.19,36.39,29.26,26.89,26.63,25.94,24.53,21.09,19.05,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2009,0.13,0,0.07,0.24,0.97,2.18,18.27,8.77,2.81,2.8,1.33,0.22,19.74,23.32,28.21,32.93,36.09,34.49,27.46,27.07,27.05,23.83,21.42,19.04,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2021,0.11,0.2,0.27,0.3,3.25,6.5,10.68,4.87,8.78,0.9,0.78,1.94,19.52,22.07,28.93,32.54,32.73,29.67,27.86,27.51,26.93,25.58,22.36,18.64,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2005,1.52,0.53,0.24,0.32,0.9,5.73,16.16,10.01,8.97,4.16,0.04,0.46,18.87,23.34,28.96,32.38,35.17,34.13,27.4,26.48,26.29,24.52,19.27,16.89,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2007,0,1.27,0.08,0.55,0.8,7.28,7.64,10.32,12.9,1.33,1.07,0,19.72,23.26,27.51,33.34,35.57,32.06,27.55,26.98,26.7,23.93,20.91,17.94,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2003,0.02,1.17,0.84,0.35,0.08,8.6,10.34,13.53,11.42,5.49,0.02,0.89,19.62,24.07,27.82,34.69,36.31,33.23,27.8,26.83,26.18,24.86,20.54,17.07,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2022,0.99,0.64,0,0.19,1.42,3.5,11.07,15.56,6.52,2.57,0,0,16.72,19.69,27.45,34.16,35.03,32.83,27.9,26.9,26.53,24.12,19.58,18.64,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2001,0.05,0.05,1.21,1.42,1.86,6.34,20.3,10.15,4.35,1.97,0.24,0,20.13,24.63,29.04,31.94,35.61,28.98,26.82,26.95,27.02,25.27,22.05,17.86,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2010,0.19,0.11,0.05,0.14,2.1,7.13,10.84,8.66,5.86,2.23,0.77,1.53,19.11,24.32,31.3,35.67,35.02,32.16,28.06,27.7,27.24,25.56,23.53,18.37,No,0.571
Odisha,83,21,260.52246,89.99038,120.42807,2012,1.17,0.17,0.01,1.13,0.31,7.82,16.11,17.16,7.44,1.02,1.42,0.07,18.58,22.26,27.23,33.36,36.26,32.32,27.05,26.3,26.27,23.57,20.51,18.01,Yes,0.857
Odisha,83,21,260.52246,89.99038,120.42807,2013,0.09,0.58,0.28,2.68,0.72,6.92,12.32,10.97,6.5,8.44,0.01,0,18.06,22.39,27.77,31.71,36.31,30.08,28.09,27,26.72,24.8,20.72,17.77,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2018,0,0.13,0.06,0.92,2.11,5.36,12.44,12.06,4.45,0.55,0,2.47,17.57,23.41,29.33,32.82,34.78,31.54,27.9,27.11,26.61,24.9,22.52,18.09,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2024,0.54,0.68,1.69,0.58,0.79,4.74,10.04,12.72,5.58,0.52,0.08,0.27,17.85,22.02,26.64,32.57,34.85,33.13,28.52,27.07,27.48,26.66,21.7,19.61,No,0.714
Odisha,83,21,260.52246,89.99038,120.42807,2017,0.27,0.02,0.55,0.06,1.21,7.12,15.18,9.42,6.99,1.77,0.16,0,19.15,23.38,28.23,34.59,36.48,31.75,27.72,27.3,27.23,26.1,21.37,18.3,No,0.714
